,MITRA,MITRA KERJA SAMA,JENIS KERJASAMA,SIGN,NOMOR,SIGN,NOMOR,MASA BERLAKU,MULAI,BERLAKU HINGGA,STATUS,DOKUMEN,
2025,K/L,PP Muhammadiyah,Nota Kesepahaman,MKP,01/MEN-KP/NK/III/2025,Ketua Umum PP Muhammadiyah,051/I.0/A/2025,5,03/06/2025,03/06/2030,Berlaku,Dokumen,https://drive.google.com/file/d/1pleqV9cvj6av4JmghUkd-56CaAcXuDuA/view?usp=drive_link
2025,K/L,Kementerian Pelindungan Pekerja Migran Indonesia,Kesepakatan Bersama,MKP,01/MEN-KP/KB/I/2025,Menteri KP2MI/BP2MI,MoU.2/02.01/KS.01/I/2025,5,01/20/2025,01/20/2030,Berlaku,Dokumen,https://drive.google.com/file/d/111e7PiUjnim182fvuFnySxeJzqn285B9/view?usp=drive_link
2025,K/L,Badan Standardisasi Nasional,Nota Kesepahaman,MKP,09/MEN-KP/NK/XI/2025,Plt. Kepala Badan Standardisasi Nasional,004/BSN/MOU/XI/2025,4,11/26/2025,11/26/2029,Berlaku,Dokumen,https://drive.google.com/file/d/1c1neMHCkGKo3ElwnWvMpRvoF2S6CGV9k/view?usp=drive_link
2025,K/L,Pusat Hidro-Oseanografi TNI AL,Perjanjian Kerja Sama,Sekjen KKP,04/SJ/KKP/PKS/X/2025,Komandan Pushidrosal,PKS/45/X/2025,3,10/15/2025,10/15/2028,Berlaku,Dokumen,https://drive.google.com/file/d/1ED-jcYNfB0kt_urISShxjGexYNEm25h8/view?usp=drive_link
2025,Universitas,Universitas Muslim Indonesia,Kesepakatan Bersama,Sekjen KKP,01/SJ/KKP/KB/II/2025,Rektor UMI,0503/C.06/UMI/II/2025,3,02/24/2025,02/24/2028,Berlaku,Dokumen,https://drive.google.com/file/d/1EQdaqQidTCyiCOwZo67bUi5Yv8pGzF6s/view?usp=drive_link
2025,BUMN,PT Bank Negara Indonesia (PERSERO) Tbk,Perjanjian Kerja Sama,Sekjen KKP,01/SJ/KKP/PKS/VI/2025,Drektur Consumer Banking PT Bank Negara Indonesia (PERSERO) Tbk,DIR/409.1,3,06/02/2025,02/06/2028,Berlaku,Dokumen,https://drive.google.com/file/d/1misbFUIptXm-PlaqrGmjQ2egsfzY_1g9/view?usp=drive_link
2025,Ormas,RARE,Memorandum Saling Pengertian,Sekjen KKP,0,Vise President RARE,0,3,01/13/2025,01/13/2025,Berlaku,Dokumen,https://drive.google.com/file/d/1xaEeWXQqiD-xt6tEopXLKFKJ2aeBlwkT/view?usp=drive_link
2025,Pemda,Pemprov Bali,Nota Kesepakatan,MKP,03/MEN-KP/NK/VI/2025,Gubernur Bali,B.36.100.3.7/38760/KS/B.PEM.KESRA,5,08/06/2025,08/06/2020,Berlaku,Dokumen,https://drive.google.com/file/d/1sPcUvsLALRV-cVSdFpAFZou1HF8HRdPg/view?usp=drive_link
2025,K/L,Kementerian Lingkungan Hidup,Kesepakatan Bersama,MKP,05/MEN-KP/KB/VIII/2025,Menteri KLH,PKS.26/A/C/KUM.2.2/B/08/2025,5,08/06/2025,08/06/2020,Berlaku,Dokumen,https://drive.google.com/file/d/1Jmvx6L0JQbv2_4yhSST6_TsLSagvlxpE/view?usp=drive_link
2026,K/L,Kementerian Ketenagakerjaan,Kesepahaman Bersama,MKP,03/MEN-KP/NK/II/2026,Menteri Ketenagakerjaan,M/4/KS.06/II/2026,5,9/30/2022,9/30/2027,Berlaku,Dokumen,https://drive.google.com/file/d/1p9Big-PHfNowSVNuVn2GKKOyKbOFdweZ/view?usp=drive_link
2026,K/L,Badan Percepatan Pengentasan Kemiskinan,Nota Kesepahaman,MKP,07/MEN-KP/NK/II/2026,Ka. Badan Percepatan Pengentasan Kemiskinan,05/NK/KBN02/2026,3,2/20/2026,2/20/2029,Berlaku,Dokumen,https://drive.google.com/file/d/1Hj9WpVnDTUXblHp8WymtNVePGrakoeDU/view?usp=drive_link
2026,K/L,Badan Penyelenggara Jaminan Produk Halal,Nota Kesepahaman,MKP,01/MEN-KP/NK/I/2026,Ka. BPJPH,2 TAHUN 2026,4,1/7/2026,1/7/2030,Berlaku,Dokumen,https://drive.google.com/file/d/1MruwEVrrgp7y-O1KDyNWu376w900CgdV/view?usp=drive_link
2026,K/L,Kementerian Parawisata,Nota Kesepahaman,MKP,08/MEN-KP/NK/III/2026,MenPar,KB/1/HK.07/MP/2026,4,3/17/2026,3/17/2030,Berlaku,Dokumen,https://drive.google.com/file/d/10-hBjIxSQU2KAppStFNqU1a5O8dZ-Sh8/view?usp=drive_link
2026,K/L,Badan Pusat Statistik,Perjanjian Kerja Sama,Sekjen KKP,01/SJ/KKP/PKS/I/2026,Plt. Sek. Utama BPS,A.1/HK.610/PKS/01/2026,5,1/2/2026,1/2/2031,Berlaku,Dokumen,https://drive.google.com/file/d/1YdFA7-fZRlDSSS82KOvfm-3D-q6V410q/view?usp=drive_link
2026,K/L,Tentara Nasional Indonesia,Nota Kesepahaman,MKP,02/MEN-KP/NK/I/2026,Panglima TNI,NK/4/II/2026/TNI,5,2/4/2026,2/4/2031,Berlaku,Dokumen,https://drive.google.com/file/d/1O8VXmcQGDPNWxg0umdtsYiimQ1iP7arL/view?usp=drive_link
2026,K/L,Badan Gizi Nasional,Kesepakatan Bersama,MKP,04/MEN-KP/NK/I/2026,Ka. BGN,06.1?NK.01/02/2026,5,2/9/2026,2/9/2031,Berlaku,Dokumen,https://drive.google.com/file/d/1AafoJMI5ejVIF3LsaUgTYdGLV827GAQN/view?usp=drive_link
2026,K/L,Badan Narkotika Nasional,Nota Kesepahaman,Ka. BNN,NK/12/II/KA/HK.02/2026/BNN,MKP,05/MEN-KP/NK/II/2026,5,2/19/2026,2/19/2031,Berlaku,Dokumen,https://drive.google.com/file/d/1G_1WL6DIL2w5w3Vq6TvzFcy4sbKOP5zl/view?usp=drive_link
2026,K/L,Pusat Pelaporan dan Analisis Transaksi Keuangan,Nota Kesepahaman,MKP,06/MEN-KP/NK/II/2026,Ka.PPATK,NK/04/DN.04/1/II/2026,5,2/19/2026,2/19/2031,Berlaku,Dokumen,https://drive.google.com/file/d/17VjXJV26lh2mTrjpZ9JVMoXpcnp8dFgd/view?usp=drive_link
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
, ,,,,,,,,,,,,
